date,event,common_name,genus,species,county,lifeform,group,dataset_num,invasive
5/4/16,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
4/30/16,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/4/15,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/3/15,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/22/13,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/5/12,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
4/29/12,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/12/11,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
4/28/10,FIRST LEAF,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/13/09,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/21/08,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/8/07,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
4/24/06,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
4/21/05,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/15/04,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/8/03,FIRST LEAF,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/5/03,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/14/02,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/5/02,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/8/01,FIRST LEAF,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/1/99,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/11/94,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/9/94,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/7/85,LEAF BUDBREAK,RED MAPLE,ACER,RUBRUM,ITASCA,PLANTS,WOODY,1,
5/1/15,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/22/13,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/9/12,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/16/11,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/11/11,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/18/10,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
4/23/10,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/28/08,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/9/07,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/8/06,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
4/19/06,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/25/04,LEAF BUDBREAK,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/21/00,FIRST LEAF,RED OAK,QUERCUS,RUBRA,ITASCA,PLANTS,WOODY,1,
5/3/15,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/1/15,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
4/21/10,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
4/14/10,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/16/09,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/17/08,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/15/08,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
4/21/06,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/17/94,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/15/93,LEAF BUDBREAK,RED OSIER DOGWOOD,CORNUS,SERICEA,ITASCA,PLANTS,WOODY,1,
5/12/16,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
4/22/15,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/28/13,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/11/12,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/21/11,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
6/9/10,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
6/4/09,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/31/04,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/23/03,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/25/02,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/27/94,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/27/93,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
5/25/91,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
6/3/90,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
6/13/89,FIRST CANDLES (> 1 INCH),RED PINE,PINUS,RESINOSA,ITASCA,PLANTS,WOODY,1,
8/2/16,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
9/8/15,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
8/26/15,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
3/19/14,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
1/25/14,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
1/5/14,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
11/22/13,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
3/19/13,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
3/15/13,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
3/11/13,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
2/3/13,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
1/17/13,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
3/6/12,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
2/27/12,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
3/10/11,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
2/27/11,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
12/25/10,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
7/23/01,FIRST FOOD CACHE,RED SQUIRREL,TAMIASCIURUS,HUDSONICUS,ITASCA,ANIMALS,MAMMALS,1,
9/15/14,FIRST FLOCK OF MIGRATORS,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
3/11/10,FIRST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
3/11/10,FIRST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
10/24/08,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
10/24/08,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
4/3/08,FIRST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
11/27/06,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
11/10/05,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
11/6/05,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
11/1/05,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
10/17/05,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
10/11/05,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
9/21/05,LAST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
9/15/05,FIRST FLOCK OF MIGRATORS,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
4/4/05,FIRST SEEN,RED TAILED HAWK,BUTEO,JAMAICENSIS,ITASCA,ANIMALS,BIRDS,1,
3/23/10,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
11/4/05,LAST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
3/28/05,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
3/30/03,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
3/22/95,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
4/1/94,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
3/24/92,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
3/28/90,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
4/7/89,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
3/20/87,FIRST SEEN,RED WINGED BLACKBIRD,AGELAIUS,PHOENICEUS,ITASCA,ANIMALS,BIRDS,1,
11/16/14,LAST SEEN,RING NECKED DUCK,AYTHYA,COLLARIS,ITASCA,ANIMALS,BIRDS,1,
11/1/14,LAST SEEN,RING NECKED DUCK,AYTHYA,COLLARIS,ITASCA,ANIMALS,BIRDS,1,
4/15/03,FIRST SEEN,RING NECKED DUCK,AYTHYA,COLLARIS,ITASCA,ANIMALS,BIRDS,1,
10/1/94,FIRST FLOCK OF MIGRATORS,RING NECKED DUCK,AYTHYA,COLLARIS,ITASCA,ANIMALS,BIRDS,1,
9/6/16,LAST SEEN,ROSE BREASTED GROSBEAK,PHEUCTICUS,LUDOVICIANUS,ITASCA,ANIMALS,BIRDS,1,
9/9/08,LAST SEEN,ROSE BREASTED GROSBEAK,PHEUCTICUS,LUDOVICIANUS,ITASCA,ANIMALS,BIRDS,1,
8/23/06,FIRST FLOCK OF MIGRATORS,ROSE BREASTED GROSBEAK,PHEUCTICUS,LUDOVICIANUS,ITASCA,ANIMALS,BIRDS,1,
8/28/05,FIRST FLOCK OF MIGRATORS,ROSE BREASTED GROSBEAK,PHEUCTICUS,LUDOVICIANUS,ITASCA,ANIMALS,BIRDS,1,
10/19/04,FIRST FLOCK OF MIGRATORS,ROUGH LEGGED HAWK,BUTEO,LAGOPUS,ITASCA,ANIMALS,BIRDS,1,
5/16/16,FIRST LEAF,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
5/15/13,LEAF BUDBREAK,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
5/13/10,LEAF BUDBREAK,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
5/13/09,LEAF BUDBREAK,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
6/2/08,FIRST LEAF,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
5/17/08,LEAF BUDBREAK,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
4/19/05,LEAF BUDBREAK,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
5/27/04,FIRST LEAF,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
4/26/00,FIRST LEAF,ROUND LEAVED DOGWOOD,CORNUS,RUGOSA,ITASCA,PLANTS,WOODY,1,
4/24/04,FIRST SEEN,RUBY CROWNED KINGLET,REGULUS,CALENDULA,ITASCA,ANIMALS,BIRDS,1,
4/17/01,FIRST SEEN,RUBY CROWNED KINGLET,REGULUS,CALENDULA,ITASCA,ANIMALS,BIRDS,1,
9/1/09,FIRST FLOCK OF MIGRATORS,RUBY THROATED HUMMINGBIRD,ARCHILOCHUS,COLUBRIS,ITASCA,ANIMALS,BIRDS,1,
9/9/08,LAST SEEN,RUBY THROATED HUMMINGBIRD,ARCHILOCHUS,COLUBRIS,ITASCA,ANIMALS,BIRDS,1,
9/4/06,LAST SEEN,RUBY THROATED HUMMINGBIRD,ARCHILOCHUS,COLUBRIS,ITASCA,ANIMALS,BIRDS,1,
8/23/06,FIRST FLOCK OF MIGRATORS,RUBY THROATED HUMMINGBIRD,ARCHILOCHUS,COLUBRIS,ITASCA,ANIMALS,BIRDS,1,
11/22/07,LAST SEEN,SANDHILL CRANE,GRUS,CANADENSIS,ITASCA,ANIMALS,BIRDS,1,
3/25/07,FIRST SEEN,SANDHILL CRANE,GRUS,CANADENSIS,ITASCA,ANIMALS,BIRDS,1,
5/7/05,FIRST FLOCK OF MIGRATORS,SANDHILL CRANE,GRUS,CANADENSIS,ITASCA,ANIMALS,BIRDS,1,
5/12/16,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
6/21/13,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
10/30/12,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
5/23/12,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
5/21/11,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
5/25/06,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
5/10/87,FIRST CANDLES (> 1 INCH),SCOTCH PINE,PINUS,SYLVESTRIS,ITASCA,PLANTS,WOODY,1,
5/13/12,FIRST LEAF,SENSITIVE FERN,ONOCLEA,SENSIBILIS,ITASCA,PLANTS,"FERNS, MOSSES, LICHENS",1,
5/11/07,FIRST LEAF,SENSITIVE FERN,ONOCLEA,SENSIBILIS,ITASCA,PLANTS,"FERNS, MOSSES, LICHENS",1,
5/17/06,FIRST LEAF,SENSITIVE FERN,ONOCLEA,SENSIBILIS,ITASCA,PLANTS,"FERNS, MOSSES, LICHENS",1,
5/26/05,FIRST LEAF,SENSITIVE FERN,ONOCLEA,SENSIBILIS,ITASCA,PLANTS,"FERNS, MOSSES, LICHENS",1,
4/28/06,LEAF BUDBREAK,SHAGBARK HICKORY,CARYA,OVATA,ITASCA,PLANTS,WOODY,1,
10/7/04,LAST SEEN,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
9/28/03,FIRST FLOCK OF MIGRATORS,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
3/9/03,FIRST SEEN,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
10/9/02,LAST SEEN,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
9/26/02,FIRST FLOCK OF MIGRATORS,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
9/22/02,FIRST FLOCK OF MIGRATORS,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
10/11/01,LAST SEEN,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
4/16/01,FIRST SEEN,SHARP SHINNED HAWK,ACCIPITER,STRIATUS,ITASCA,ANIMALS,BIRDS,1,
4/24/16,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/8/13,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/24/11,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
4/28/11,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
4/19/10,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/6/09,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/2/09,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/15/08,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/9/04,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
4/30/03,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
4/28/03,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
5/4/02,LEAF BUDBREAK,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
4/30/00,FIRST LEAF,SILVER MAPLE,ACER,SACCHARINUM,ITASCA,PLANTS,WOODY,1,
4/25/15,LEAF BUDBREAK,SMOOTH GOOSEBERRY,RIBES,HIRTELLUM,ITASCA,PLANTS,WOODY,1,
5/5/11,LEAF BUDBREAK,SMOOTH GOOSEBERRY,RIBES,HIRTELLUM,ITASCA,PLANTS,WOODY,1,
4/24/16,LEAF BUDBREAK,SMOOTH ROSE,ROSA,BLANDA,ITASCA,PLANTS,WOODY,1,
4/22/16,LEAF BUDBREAK,SMOOTH ROSE,ROSA,BLANDA,ITASCA,PLANTS,WOODY,1,
5/12/13,LEAF BUDBREAK,SMOOTH ROSE,ROSA,BLANDA,ITASCA,PLANTS,WOODY,1,
4/19/10,LEAF BUDBREAK,SMOOTH ROSE,ROSA,BLANDA,ITASCA,PLANTS,WOODY,1,
5/13/09,LEAF BUDBREAK,SMOOTH ROSE,ROSA,BLANDA,ITASCA,PLANTS,WOODY,1,
5/16/08,LEAF BUDBREAK,SMOOTH ROSE,ROSA,BLANDA,ITASCA,PLANTS,WOODY,1,
4/11/05,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/5/02,FIRST LEAF,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
4/29/02,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
4/24/02,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/9/01,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/3/01,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/3/00,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
4/21/00,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/2/99,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/1/99,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
4/25/99,LEAF BUDBREAK,SMOOTH SERVICEBERRY,AMELANCHIER,LAEVIS,ITASCA,PLANTS,WOODY,1,
5/9/12,LEAF BUDBREAK,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
5/30/09,FIRST LEAF,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
6/4/08,FIRST LEAF,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
5/25/04,LEAF BUDBREAK,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
5/24/03,LEAF BUDBREAK,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
5/20/94,LEAF BUDBREAK,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
5/24/90,LEAF BUDBREAK,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
5/18/88,LEAF BUDBREAK,SMOOTH SUMAC,RHUS,GLABRA,ITASCA,PLANTS,WOODY,1,YES
10/19/14,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/17/08,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/24/05,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/20/05,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/18/05,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/17/05,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
2/4/05,FIRST SEEN,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/18/04,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/17/04,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
3/11/04,FIRST SEEN,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
3/10/04,FIRST SEEN,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/29/03,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/27/03,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/22/02,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
9/29/02,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/27/00,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
4/2/00,FIRST SEEN,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/13/98,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/21/97,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
10/16/95,FIRST FLOCK OF MIGRATORS,SNOW BUNTING,PLECTROPHENAX,NIVALIS,ITASCA,ANIMALS,BIRDS,1,
